task_id,operator_id,machine_id,domain,task_type,site,scheduled_start,scheduled_end,status,baseline_duration_min,weather,operator_skill,machine_age_hours,demo_seed,job_options_json
SYN-T-2541,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3980,,{}
SYN-T-2542,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4017,,{}
SYN-T-2543,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4054,,{}
SYN-T-2544,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4091,,{}
SYN-T-2545,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4128,,{}
SYN-T-2546,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4165,,{}
SYN-T-2547,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4202,,{}
SYN-T-2548,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4239,,{}
SYN-T-2549,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4276,,{}
SYN-T-2550,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4313,,{}
SYN-T-2551,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4350,,{}
SYN-T-2552,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4387,,{}
SYN-T-2553,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4424,,{}
SYN-T-2554,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4461,,{}
SYN-T-2555,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4498,,{}
SYN-T-2556,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4535,,{}
SYN-T-2557,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4572,,{}
SYN-T-2558,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4609,,{}
SYN-T-2559,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4646,,{}
SYN-T-2560,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4683,,{}
SYN-T-2561,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4720,,{}
SYN-T-2562,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4757,,{}
SYN-T-2563,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4794,,{}
SYN-T-2564,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4831,,{}
SYN-T-2565,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4868,,{}
SYN-T-2566,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4905,,{}
SYN-T-2567,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4942,,{}
SYN-T-2568,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4979,,{}
SYN-T-2569,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5016,,{}
SYN-T-2570,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5053,,{}
SYN-T-2571,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5090,,{}
SYN-T-2572,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5127,,{}
SYN-T-2573,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5164,,{}
SYN-T-2574,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5201,,{}
SYN-T-2575,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5238,,{}
SYN-T-2576,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5275,,{}
SYN-T-2577,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5312,,{}
SYN-T-2578,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5349,,{}
SYN-T-2579,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5386,,{}
SYN-T-2580,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5423,,{}
SYN-T-2581,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5460,,{}
SYN-T-2582,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5497,,{}
SYN-T-2583,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5534,,{}
SYN-T-2584,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5571,,{}
SYN-T-2585,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5608,,{}
SYN-T-2586,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5645,,{}
SYN-T-2587,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5682,,{}
SYN-T-2588,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5719,,{}
SYN-T-2589,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5756,,{}
SYN-T-2590,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5793,,{}
SYN-T-2591,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5830,,{}
SYN-T-2592,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5867,,{}
SYN-T-2593,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5904,,{}
SYN-T-2594,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5941,,{}
SYN-T-2595,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5978,,{}
SYN-T-2596,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1215,,{}
SYN-T-2597,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1252,,{}
SYN-T-2598,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1289,,{}
SYN-T-2599,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,1326,,{}
SYN-T-2600,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1363,,{}
SYN-T-2601,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1400,,{}
SYN-T-2602,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1437,,{}
SYN-T-2603,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,1474,,{}
SYN-T-2604,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1511,,{}
SYN-T-2605,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,1548,,{}
SYN-T-2606,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1585,,{}
SYN-T-2607,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,1622,,{}
SYN-T-2608,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1659,,{}
SYN-T-2609,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1696,,{}
SYN-T-2610,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1733,,{}
SYN-T-2611,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,1770,,{}
SYN-T-2612,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1807,,{}
SYN-T-2613,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1844,,{}
SYN-T-2614,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1881,,{}
SYN-T-2615,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,1918,,{}
SYN-T-2616,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1955,,{}
SYN-T-2617,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,1992,,{}
SYN-T-2618,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2029,,{}
SYN-T-2619,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,2066,,{}
SYN-T-2620,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2103,,{}
SYN-T-2621,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2140,,{}
SYN-T-2622,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2177,,{}
SYN-T-2623,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,2214,,{}
SYN-T-2624,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2251,,{}
SYN-T-2625,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2288,,{}
SYN-T-2626,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2325,,{}
SYN-T-2627,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,2362,,{}
SYN-T-2628,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2399,,{}
SYN-T-2629,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,2436,,{}
SYN-T-2630,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2473,,{}
SYN-T-2631,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,2510,,{}
SYN-T-2632,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2547,,{}
SYN-T-2633,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2584,,{}
SYN-T-2634,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2621,,{}
SYN-T-2635,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,2658,,{}
SYN-T-2636,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2695,,{}
SYN-T-2637,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2732,,{}
SYN-T-2638,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2769,,{}
SYN-T-2639,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,2806,,{}
SYN-T-2640,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2843,,{}
SYN-T-2641,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,2880,,{}
SYN-T-2642,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2917,,{}
SYN-T-2643,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,2954,,{}
SYN-T-2644,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2991,,{}
SYN-T-2645,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3028,,{}
SYN-T-2646,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3065,,{}
SYN-T-2647,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3102,,{}
SYN-T-2648,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3139,,{}
SYN-T-2649,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3176,,{}
SYN-T-2650,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3213,,{}
SYN-T-2651,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3250,,{}
SYN-T-2652,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3287,,{}
SYN-T-2653,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3324,,{}
SYN-T-2654,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3361,,{}
SYN-T-2655,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3398,,{}
SYN-T-2656,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3435,,{}
SYN-T-2657,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3472,,{}
SYN-T-2658,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3509,,{}
SYN-T-2659,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3546,,{}
SYN-T-2660,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3583,,{}
SYN-T-2661,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3620,,{}
SYN-T-2662,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3657,,{}
SYN-T-2663,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3694,,{}
SYN-T-2664,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3731,,{}
SYN-T-2665,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3768,,{}
SYN-T-2666,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3805,,{}
SYN-T-2667,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3842,,{}
SYN-T-2668,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3879,,{}
SYN-T-2669,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3916,,{}
SYN-T-2670,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3953,,{}
SYN-T-2671,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3990,,{}
SYN-T-2672,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4027,,{}
SYN-T-2673,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4064,,{}
SYN-T-2674,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4101,,{}
SYN-T-2675,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4138,,{}
SYN-T-2676,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4175,,{}
SYN-T-2677,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4212,,{}
SYN-T-2678,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4249,,{}
SYN-T-2679,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4286,,{}
SYN-T-2680,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4323,,{}
SYN-T-2681,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4360,,{}
SYN-T-2682,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4397,,{}
SYN-T-2683,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4434,,{}
SYN-T-2684,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4471,,{}
SYN-T-2685,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4508,,{}
SYN-T-2686,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4545,,{}
SYN-T-2687,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4582,,{}
SYN-T-2688,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4619,,{}
SYN-T-2689,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4656,,{}
SYN-T-2690,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4693,,{}
SYN-T-2691,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4730,,{}
SYN-T-2692,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4767,,{}
SYN-T-2693,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4804,,{}
SYN-T-2694,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4841,,{}
SYN-T-2695,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4878,,{}
SYN-T-2696,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4915,,{}
SYN-T-2697,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4952,,{}
SYN-T-2698,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4989,,{}
SYN-T-2699,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5026,,{}
SYN-T-2700,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5063,,{}
SYN-T-2701,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5100,,{}
SYN-T-2702,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5137,,{}
SYN-T-2703,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5174,,{}
SYN-T-2704,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5211,,{}
SYN-T-2705,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5248,,{}
SYN-T-2706,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5285,,{}
SYN-T-2707,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5322,,{}
SYN-T-2708,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5359,,{}
SYN-T-2709,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5396,,{}
SYN-T-2710,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5433,,{}
SYN-T-2711,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5470,,{}
SYN-T-2712,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5507,,{}
SYN-T-2713,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5544,,{}
SYN-T-2714,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5581,,{}
SYN-T-2715,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5618,,{}
SYN-T-2716,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5655,,{}
SYN-T-2717,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5692,,{}
SYN-T-2718,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5729,,{}
SYN-T-2719,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5766,,{}
SYN-T-2720,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5803,,{}
SYN-T-2721,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5840,,{}
SYN-T-2722,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5877,,{}
SYN-T-2723,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5914,,{}
SYN-T-2724,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5951,,{}
SYN-T-2725,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5988,,{}
SYN-T-2726,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1225,,{}
SYN-T-2727,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,1262,,{}
SYN-T-2728,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1299,,{}
SYN-T-2729,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1336,,{}
SYN-T-2730,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1373,,{}
